emotion,utterance
fear,"I was walking around my mansion at night one cold day in October. I then heard spooky sounds, and saw the ghost of Michael Jackson."
fear,I am about to take a cross country flight. I always get mildly nervous when flying.
fear,I was lucky enough to get an opportunity to volunteer for one of my favorite companies at a convention. I was so scared of doing something wrong or looking like a fool but eventually I gained confidence and did well.
fear,I was driving the other day and my gas tank was super low. I thought I could make it to school in time but decided that running out of gas was the bigger problem.
fear,We are moving soon and I'm so ready to find out where to. I am ready to plan the move but hard to when you know nothing.
fear,My girlfriend is moving in.  I was pretty calm when we first started talking about it.  Now I'm excited but there is so much to pack up!
fear,"going near hights really makes me scared, i cannot go on reoller coasters because im afraid of heights"
fear,I went to the dentist for the first time in five years recently. I had a toothache and wanted to get it looked at
fear,I watch so many scary movies that I haven't been able to sleep alone in years due to fear.
fear,"Recently we had a 7 hour drive to get to our vacation spot, the rain was heavy and so was the traffic on the drive there. It made me very nervous!"
fear,There was a huge spider on my wall! I think it was a wolf spider.
fear,Once I took a sip of iced tea while I was driving and it went down the wrong pipe. I had to pull over so I could try to breathe again.
fear,I went to watch the Annabelle movie in the theatres. It was so scary and i was kicking myself for going alone at night
fear,"I think it's scary what is happening in the US. I don't care who is in charge, I think we need to come together from all sides and save our country."
fear,"I have never felt so terrified the day I was 8 months pregnant and started bleeding. Thankfully, baby and I are both okay!"
fear,There was a strange sound coming from outside my window last night and I was so scared!
fear,My mom is having weight loss surgery. Im worried the risks are too dangerous.
fear,Lately I hav been hearing some big monkeys howling up in the mountain. I hope they don't come down near my house.
fear,"I had an insight the other day, that it is okay to be afraid, as long as you are not afraid of that."
fear,I went to the bathroom in the middle of the night and I felt a thing fly right into my face. I screamed so loud it woke my husband up
fear,"We were in a small fender bender the other day.  Now when I'm driving, I am scared that I will be in an even worse wreck."
fear,"I just had a lump in my neck.  I had a biopsy and was worried it was cancerous.  Thankfully, after it was removed, it was determined to be a benign tumor."
fear,Tomorrow I start my new job teaching kids. I really hope it goes well!
fear,I was a little nervous to go to Walmart today with all the police that were there.
fear,I was playing a VR game home alone.  It took a really creepy turn.
fear,Over the weekend there was a large spider crawling in my car I was so petrify.
fear,My cat had to have surgery on her leg and I was so scared and worried for her
fear,When I was little I got chased by a large dog and now that I'm much older the feeling is still the same.
fear,Me and my husband watched the new scary movie IT and I was kind of frightened.
fear,"I was supposed to meet my Aunt to give her keys to babysit this weekend, but she isn't answering her phone."
fear,I got in a car accident and now i have anxiety attacks every time i drive
fear,I'm a bit nervous- I have an upcoming certification exam to take for my teaching license and it's a big deal.
fear,for a long time I wasn't sure what would happen. But almost 2 years on and no sign of them
fear,I've got a pet hamster that hasn't been doing well. I'm scared that he might not live much longer.
fear,I cannot wait until the weekend is here! I am going skydiving for the first time!
fear,One time I was so nervous to look at my grade for my final exam
fear,"I was driving at night in downtown and the GPS told me to make a right, which was a very dark and scary road."
fear,"We recently had some really bad storms. I really thought it was going to hail on my brand new car,"
fear,I decided to go back to school for a career change after working at my job for 12 years. I didn't know if I was making a good decision.
fear,"I am very fearful of dying. I know it will come one day, I just hope and pray it doesn't hurt so bad."
fear,"We have homeschooled our daughter for the past 3 years. This year, she has decided to return to public school."
fear,"i hate going near hights they make me terrified, as soon as i look down and see the bottom i get so scared"
fear,"Once I was at a large rave at an abandoned shipping wharf. The cops came and made the people throwing it shut it down. I was out of it, and worried I was going to jail."
fear,There was a random dog in my yard the other day.  I was a bit nervous to get too close to it even though it seemed friendly.
fear,I was walking home one day and was passing a house that had been empty for a while.  As I was passing a very large dog came charging out barking very loudly at me.
fear,My daughter asked to borrow my car. I'm not sure it's a good idea.
fear,my cousin had a heart cath and the surgeon sent for me to come to the operating room.
fear,"One time someone came to my door with a gun. He came to the house asking for money but I didn't have any, so he took some items from the house"
fear,"When my pet got badly injured a few months ago, I thought for sure that she would not make it."
fear,I am not sure I am brave enough to walk alone at night anymore.
fear,Not long ago we had a storm that was horrible. Couldn't even see 5 feet outside the windows. The next thing we know all of our phones went off telling us to seek shelter while a tornado went by.
fear,"i have to take a business trip next week, I 'm not looking forward to flying"
fear,I have to talk to a large group at work tomorrow. I'm not looking forward to it.
fear,I had to call the insurance company after a car accident and I was worried about all the questions they would ask. It made me very nervous
fear,I had to explain how something works at my job in front of a bunch of people. I'm not a fan of talking in front of a crowd.
fear,"The other night I had to walk home alone late from work, I was nervous."
fear,"MY roommate got a new cat last week, and we finally let them meet today. I was so nervous and worried about it."
fear,I started a new job. I was worried about proving myself all over again.
fear,"On my way back from a funeral, my friends and I almost got into a deadly car crash. The driver was falling asleep on the road and drove on the wrong lane directly towards us."
fear,"My brother went on a low-calorie diet and began shaking everyday. I was a little scared for him, but I knew he'd be fine once he changed his diet to a proper one as the doctor recommended him to."
fear,"My friends invited me camping, but I was scared to go; it was in the woods and I was afraid I might get a tick bite, seeing as ticks are on the rise."
fear,This year we have had a record number of tornadoes in our area. It really freaks my son out when we have to go into the basement while it storms outside.
fear,"My daughters talked me into going on the ferris wheel at Six Flags.  I have never liked roller coasters, and I am afraid of heights.   I started crying as they laughed.  It felt like I was going to die!"
fear,"I was at disney world, and I was going to go on the tycoon rollar coaster but as soon as I got to the top of the line all I could do was worry about the height."
fear,"I was home alone. Suddenly, I heard a loud BANG. I went into the kitchen to investigate, and briefly saw a white dress flying out the window. I saw a ghost!"
